url,image,name,price,brand,sv_star,sv_num_reviews
https://www.stylevana.com/en_US/scinic-enjoy-super-mild-sun-essence-spf50-pa-50ml28782.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/c/scinic-enjoy-super-mild-sun-essence-spf50-pa-50ml-853.jpg,SCINIC - Enjoy Super Mild Sun Essence SPF50+ PA++++ - 50ml,$8.00,SCINIC,4.5,607
https://www.stylevana.com/en_US/rohto-mentholatum-skin-aqua-super-moisture-barrier-uv-gel-spf50-pa-100g28234.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/r/o/rohto-mentholatum-skin-aqua-super-moisture-barrier-uv-gel-spf50-pa-100g-744.jpg,Rohto Mentholatum  - Skin Aqua Super Moisture Barrier UV Gel SPF50+ PA++++ - 100g,$15.49,Rohto Mentholatum,3.8,14
https://www.stylevana.com/en_US/rohto-mentholatum-skin-aqua-sunscreen-super-moisture-gel-pump-spf50-pa-140g.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/r/o/rohto-mentholatum-skin-aqua-sunscreen-super-moisture-gel-pump-spf50-pa-140g-white-225.jpg,Rohto Mentholatum  - Skin Aqua Sunscreen Super Moisture Gel Pump SPF50+ PA++++ - 140g,$17.79,Rohto Mentholatum,4.5,151
https://www.stylevana.com/en_US/nivea-japan-uv-super-water-gel-spf50-pa-140g28439.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/n/i/nivea-japan-uv-super-water-gel-spf50-pa-140g-612.jpg,NIVEA Japan - UV Super Water Gel SPF50 PA+++ - 140g,$20.49,NIVEA Japan,4.5,184
https://www.stylevana.com/en_US/mary-may-cica-soothing-sun-cream-spf50-pa-50ml28356.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/m/a/mary-may-cica-soothing-sun-cream-spf50-pa-50ml-531.jpg,Mary&May - CICA Soothing Sun Cream SPF50+ PA++++ - 50ml,$24.74,Mary&May,4.4,37
https://www.stylevana.com/en_US/beauty-of-joseon-matte-sun-stick-mugwort-camelia-spf50-pa-18g21910.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-matte-sun-stick-mugwort-camelia-spf50-pa-18g-584.jpg,BEAUTY OF JOSEON - Matte Sun Stick : Mugwort + Camelia SPF50 PA++++ - 18g,$17.58,BEAUTY OF JOSEON,4.3,247
https://www.stylevana.com/en_US/thank-you-farmer-sun-project-skin-relief-sun-cream-spf50-pa-50ml29025.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/t/h/thank-you-farmer-sun-project-skin-relief-sun-cream-spf50-pa-50ml-585.jpg,THANK YOU FARMER - Sun Project Skin Relief Sun Cream SPF50+ PA++++ - 50ml,$20.83,THANK YOU FARMER,4.3,9
https://www.stylevana.com/en_US/beauty-of-joseon-relief-sun-rice-probiotic-spf50-pa-10ml27129.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-relief-sun-rice-probiotic-spf50-pa-10ml-25.jpg,BEAUTY OF JOSEON - Relief Sun : Rice + Probiotic SPF50+ PA++++ - 10ml,$3.71,BEAUTY OF JOSEON,4.1,51
https://www.stylevana.com/en_US/skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick-spf50-pa-20g22063.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/k/skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick-spf50-pa-20g-374.jpg,SKIN1004 - Madagascar Centella Hyalu-Cica Silky-Fit Sun Stick SPF50+ PA++++ - 20g,$11.93,SKIN1004,4.4,560
https://www.stylevana.com/en_US/purito-seoul-daily-soft-touch-sunscreen-spf50-pa-60ml28635.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/p/u/purito-seoul-daily-soft-touch-sunscreen-spf50-pa-60ml-174.jpg,Purito SEOUL - Daily Soft Touch Sunscreen SPF50+ PA++++ - 60ml,$15.49,Purito SEOUL,4.4,581
https://www.stylevana.com/en_US/rohto-mentholatum-skin-aqua-uv-super-moisture-gel-hydrating-sunscreen-spf50-pa-110g.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/r/o/rohto-mentholatum-skin-aqua-uv-super-moisture-gel-hydrating-sunscreen-spf50-pa-110g-white-691.jpg,Rohto Mentholatum  - Skin Aqua UV Super Moisture Gel Hydrating Sunscreen SPF50+/PA++++ - 110g,$14.79,Rohto Mentholatum,4.5,131
https://www.stylevana.com/en_US/isntree-hyaluronic-acid-watery-sun-gel-spf50-pa-50ml-2ea27722.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/i/s/isntree-hyaluronic-acid-watery-sun-gel-spf50-pa-50ml-2ea-846.jpg,Isntree - Hyaluronic Acid Watery Sun Gel SPF50+ PA++++ - 50ml*2ea,$33.94,Isntree,4.4,94
https://www.stylevana.com/en_US/round-lab-birch-juice-moisturizing-sun-cream-spf50-pa-50ml28716.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/r/o/round-lab-birch-juice-moisturizing-sun-cream-50ml-453.jpg,Round Lab - Birch Juice Moisturizing Sun Cream SPF50+ PA++++ - 50ml,$19.60,Round Lab,4.5,284
https://www.stylevana.com/en_US/kao-biore-uv-aqua-rich-watery-essence-spf50-pa-70g27914.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/k/a/kao-biore-uv-aqua-rich-watery-essence-spf50-pa-70g-22.jpg,Kao - Biore UV Aqua Rich Watery Essence SPF50+ PA++++ - 70g,$15.19,Kao,4.1,61
https://www.stylevana.com/en_US/haruharu-wonder-black-rice-pure-mineral-relief-daily-sunscreen-spf50-pa-50ml27607.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/h/a/haruharu-wonder-black-rice-pure-mineral-relief-daily-sunscreen-spf50-pa-50ml-673.jpg,haruharu wonder - Black Rice Pure Mineral Relief Daily Sunscreen SPF50+ PA++++ - 50ml,$13.20,haruharu wonder,4.0,53
https://www.stylevana.com/en_US/haruharu-wonder-black-rice-moisture-airyfit-daily-sunscreen-spf50-pa-50ml27606.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/h/a/haruharu-wonder-black-rice-moisture-airyfit-daily-sunscreen-spf50-pa-50ml-326.jpg,haruharu wonder - Black Rice Moisture Airyfit Daily Sunscreen SPF50+ PA++++ - 50ml,$12.99,haruharu wonder,4.4,618
https://www.stylevana.com/en_US/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-spf50-pa-50ml28868.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/k/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-spf50-pa-50ml-149.jpg,SKIN1004 - Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++ - 50ml,$13.02,SKIN1004,4.6,2408
https://www.stylevana.com/en_US/beauty-of-joseon-relief-sun-aqua-fresh-rice-b5-spf50-pa-50ml27125.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-relief-sun-aqua-fresh-rice-b5-spf50-pa-50ml-394.jpg,BEAUTY OF JOSEON - Relief Sun Aqua-fresh Rice + B5 SPF50+ PA++++ - 50ml,$17.58,BEAUTY OF JOSEON,4.3,549
https://www.stylevana.com/en_US/beauty-of-joseon-relief-sun-rice-probiotic-spf50-pa.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-relief-sun-rice-probiotic-50ml-318.jpg,BEAUTY OF JOSEON - Relief Sun : Rice + Probiotic SPF50+ PA++++,$17.58,BEAUTY OF JOSEON,4.4,1459
