url,image,name,price,brand,star,num_reviews
https://www.stylevana.com/en_US/cosrx-salicylic-acid-daily-gentle-cleanser-150ml1669.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/c/o/cosrx-salicylic-acid-daily-gentle-cleanser-181.jpg,COSRX - Salicylic Acid Daily Gentle Cleanser - 150ml,$9.77,COSRX,4.5,227
https://www.stylevana.com/en_US/etude-soon-jung-ph-6-5-whip-cleanser1934.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/e/t/etude-house-soon-jung-ph-6-5-whip-cleanser-150ml-310.jpg,ETUDE - Soon Jung pH 6.5 Whip Cleanser,$11.10,Etude,4.7,129
https://www.stylevana.com/en_US/isntree-yam-root-vegan-milk-cleanser-220ml3910.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/i/s/isntree-yam-root-vegan-milk-cleanser-220ml-121.jpg,Isntree - Yam Root Vegan Milk Cleanser - 220ml,$22.62,Isntree,4.7,48
https://www.stylevana.com/en_US/heimish-all-clean-balm.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/h/e/heimish-all-clean-balm-341.jpg,heimish - All Clean Balm,$13.67,heimish,4.8,510
https://www.stylevana.com/en_US/skin1004-madagascar-centella-tea-trica-bha-foam-125ml3231.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/k/skin1004-madagascar-centella-tea-trica-bha-foam-125ml-394.jpg,SKIN1004 - Madagascar Centella Tea-Trica BHA Foam - 125ml,$10.85,SKIN1004,4.7,23
https://www.stylevana.com/en_US/the-face-shop-rice-water-bright-foaming-cleanser.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/s/bscftfs00001_parent.jpg,THE FACE SHOP - Rice Water Bright Foaming Cleanser,$9.87,THE FACE SHOP,4.5,77
https://www.stylevana.com/en_US/sulwhasoo-gentle-cleansing-foam-200ml3358.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/u/sulwhasoo-gentle-cleansing-foam-200ml-487.jpg,Sulwhasoo - Gentle Cleansing Foam - 200ml,$20.89,Sulwhasoo,4.8,27
https://www.stylevana.com/en_US/beauty-of-joseon-ginseng-cleansing-oil-210ml4029.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-ginseng-cleansing-oil-210ml-122.jpg,BEAUTY OF JOSEON - Ginseng Cleansing Oil - 210ml,$19.53,BEAUTY OF JOSEON,NA,0
https://www.stylevana.com/en_US/cosrx-low-ph-good-morning-gel-cleanser-150ml3638.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/c/o/cosrx-low-ph-good-morning-gel-cleanser-784.jpg,COSRX - Low pH Good Morning Gel Cleanser - 150ml,$10.63,COSRX,4.6,618
https://www.stylevana.com/en_US/skin1004-madagascar-centella-poremizing-deep-cleansing-foam-125ml3232.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/s/k/skin1004-madagascar-centella-poremizing-deep-cleansing-foam-125ml-985.jpg,SKIN1004 - Madagascar Centella Poremizing Deep Cleansing Foam - 125ml,$10.85,SKIN1004,4.5,27
https://www.stylevana.com/en_US/round-lab-1025-dokdo-cleanser-150ml3080.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/r/o/round-lab-1025-dokdo-cleanser-150ml-269.jpg,Round Lab - 1025 Dokdo Cleanser - 150ml,$10.50,Round Lab,4.7,98
https://www.stylevana.com/en_US/anua-heartleaf-pore-control-cleansing-oil-200ml3988.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/a/n/anua-heartleaf-pore-control-cleansing-oil-200ml-929.jpg,ANUA - Heartleaf Pore Control Cleansing Oil - 200ml,$20.00,ANUA,4.2,197
https://www.stylevana.com/en_US/beauty-of-joseon-green-plum-refreshing-cleanser-100ml1581.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-green-plum-refreshing-cleanser-100ml-54.jpg,BEAUTY OF JOSEON - Green Plum Refreshing Cleanser - 100ml,$12.69,BEAUTY OF JOSEON,4.5,97
https://www.stylevana.com/en_US/beauty-of-joseon-radiance-cleansing-balm-100ml1040.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/b/e/beauty-of-joseon-radiance-cleansing-balm-100ml-253.jpg,BEAUTY OF JOSEON - Radiance Cleansing Balm - 100ml,$18.55,BEAUTY OF JOSEON,4.8,250
https://www.stylevana.com/en_US/anua-heartleaf-pore-control-cleansing-oil-20ml3986.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/a/n/anua-heartleaf-pore-control-cleansing-oil-20ml-231.jpg,ANUA - Heartleaf Pore Control Cleansing Oil - 20ml,$4.19,ANUA,4.5,28
https://www.stylevana.com/en_US/anua-heartleaf-quercetinol-pore-deep-cleansing-foam-150ml1496.html,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/a/n/anua-heartleaf-quercetinol-pore-deep-cleansing-foam-150ml-692.jpg,ANUA - Heartleaf Quercetinol Pore Deep Cleansing Foam - 150ml,$14.00,ANUA,4.4,99
https://www.stylevana.com/en_US/haruharu-wonder-black-rice-moisture-deep-cleansing-oil-150ml4115.html,,haruharu wonder - Black Rice Moisture Deep Cleansing Oil - 150ml,$13.81,haruharu wonder,4.5,173
